📡央视V6👉,#genre#
「日本」スターチャンネル1,http://biaozhun114.com/tv/jp.php?id=18
「日本」スターチャンネル2,http://biaozhun114.com/tv/jp.php?id=19
「日本」スターチャンネル3,http://biaozhun114.com/tv/jp.php?id=20
「日本」ディスカバリー,http://biaozhun114.com/tv/jp.php?id=21
「日本」テレビ大阪,http://biaozhun114.com/tv/jp.php?id=22
「日本」テレビ朝日,http://biaozhun114.com/tv/jp.php?id=23
「日本」テレビ東京,http://biaozhun114.com/tv/jp.php?id=24
「日本」ヒストリーチャンネル,http://biaozhun114.com/tv/jp.php?id=25
「日本」フジテレビ,http://biaozhun114.com/tv/jp.php?id=26
「日本」ホームドラマチャンネル,http://biaozhun114.com/tv/jp.php?id=27
「日本」ミュージック?ジャパンTV,http://biaozhun114.com/tv/jp.php?id=28
「日本」旅チャンネル,http://biaozhun114.com/tv/jp.php?id=29
「日本」日テレジータス,http://biaozhun114.com/tv/jp.php?id=30
「日本」日本テレビ,http://biaozhun114.com/tv/jp.php?id=31
「日本」日本映画専門,http://biaozhun114.com/tv/jp.php?id=32
「日本」時代劇専門,http://biaozhun114.com/tv/jp.php?id=33


「国际」LOVE NATURE 4K,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
「国际」REDBULL SPORTS,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_928.m3u8
「法国」FASHION,http://lb.streaming.sk/fashiontv/stream/chunklist.m3u8

「美国」CNN,https://turnerlive.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_3_1464000.m3u8
「英国」BBC,https://i.mjh.nz/SamsungTVPlus/US4000033L.m3u8
「英国」BBC HOME,https://i.mjh.nz/SamsungTVPlus/USBC600017FG.m3u8
「英国」BBC FOOD,https://i.mjh.nz/SamsungTVPlus/USBC6000108Z.m3u8
「英国」BBC Earth,https://i.mjh.nz/SamsungTVPlus/USBD1700001RW.m3u8
「英国」BBC World News,https://rakuten-euronews-10-be.samsung.wurl.tv/playlist.m3u8
「英国」BBC First,http://start.agmediachandigarh.com/gaundapunjab/tv/playlist.m3u8
「英国」BBC2,https://bbceu-doctorwho-3-fr.rakuten.wurl.tv/playlist.m3u8
「英国」BBC Drama,https://bbceu-bbcdrama-2-it.samsung.wurl.tv/playlist.m3u8

「欧洲」EZYV1,http://vvlive.eztv.vip/huawen1/huawen1.m3u8?auth_key=1661769627-0-0-3a16475ac0fa2a152a25661e8634fe39
「欧洲」EZYV2,http://vvlive.eztv.vip/huawen2/huawen2.m3u8?auth_key=1661418936-0-0-bc9f000c6daa2def0b71d5389778b0d3
「欧洲」EZYV6,http://vvlive.eztv.vip/huawen6/huawen6.m3u8?auth_key=1662611110-0-0-cf20c4fcf669736034b6ceac0d01d403
「欧洲」EZYV6,http://vvlive.eztv.vip/huawen6/huawen6.m3u8?auth_key=1660814676-0-0-4d45d97f017e545dd368719f8dd48ffe

「亚洲」CNA,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
「亚洲」CNA,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
「亚洲」环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8

「越南」ANTV,http://biaozhun114.comet:754/tv/antv.m3u8
「泰国」PBS,http://thaipbs-live.cdn.byteark.com/live-en/playlist_720p/index.m3u8
「泰国」新闻,http://news1.live14.com/stream/news1_hi.m3u8

「卡塔尔」半岛新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
「俄罗斯」RT-NEWS,https://rt-rtd.rttv.com/live/rtnews/playlist.m3u8
「俄罗斯」RT-DOC,https://rt-rtd.rttv.com/live/rtdoc/playlist.m3u8
「俄罗斯」BRICS,https://brics.bonus-tv.ru/cdn/brics/chinese/playlist.m3u8
「乌克兰」KPBIM HD,https://cdn.1tvcrimea.ru/1tvcrimea.m3u8
「西班牙」GTP HD,http://europa-crtvg.flumotion.com/playlist.m3u8
「土耳其」TRTWorld,http://mywlkj.ddns.net:754/tv/trtworld.m3u8


iHOT精彩影视,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000063
iHOT爱电竞,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000054
iHOT爱谍战,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000038
iHOT爱动漫,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000059
iHOT爱经典,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000037
iHOT爱科幻,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000033
iHOT爱科学,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000047
iHOT爱浪漫,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000035
iHOT爱历史,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000046
iHOT爱旅行,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000056
iHOT爱奇谈,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000058
iHOT爱青春,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000041
iHOT爱赛车,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000055
iHOT爱体育,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000060
iHOT爱玩具,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000053
iHOT爱喜剧,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000032
iHOT爱悬疑,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000036
iHOT爱幼教,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000049
iHOT爱院线,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000034
